 Experimental ID,Genome assembly,Track type class,Track type,Cell type class,Cell type,Cell type description,"Processing logs of ChIP, ATAC, DNase-seq (# of reads, % mapped, % duplicates, # of peaks [Q < 1E-05])",Title,"Processing logs of Bisulfite-seq (# of reads, % mapped, � coverage, # of hyper MR)",Meta data submitted by authors,,,,
SRX10606512,hg38,TFs and others,TET2,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"49756290,95.5,14.8,15607",GSM5242652: HEK293-FlpInTREx-control-DSG 022420-TET2-AB1; Homo sapiens; ChIP-Seq,source_name=HEK293 cells,"cell line full name=Flp-In T-REx HEK293 (Invitrogen, R78007)",cell type=human embryonic kidney cells,"chip antibody=rabbit α-TET2 (Bethyl Laboratories, A304-247A)",,
SRX10606513,hg38,TFs and others,TET2,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"32880739,95.9,20.1,9900",GSM5242653: HEK293-PROSER1KO1D3-DSG 022420-TET2-AB1; Homo sapiens; ChIP-Seq,source_name=HEK293 cells,"cell line full name=Flp-In T-REx HEK293 (Invitrogen, R78007)",cell type=human embryonic kidney cells,"chip antibody=rabbit α-TET2 (Bethyl Laboratories, A304-247A)",,
SRX10606514,hg38,TFs and others,TET2,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"19966896,87.3,63.3,1611",GSM5242654: HEK293-FlpInTREx-control-DSG 022420-TET2-AB4; Homo sapiens; ChIP-Seq,source_name=HEK293 cells,"cell line full name=Flp-In T-REx HEK293 (Invitrogen, R78007)",cell type=human embryonic kidney cells,"chip antibody=rabbit α-TET2 (Cell Signaling Technology, 18950S)",,
SRX10606515,hg38,TFs and others,TET2,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"41092715,89.9,73.4,1113",GSM5242655: HEK293-PROSER1KO1D3-DSG 022420-TET2-AB4; Homo sapiens; ChIP-Seq,source_name=HEK293 cells,"cell line full name=Flp-In T-REx HEK293 (Invitrogen, R78007)",cell type=human embryonic kidney cells,"chip antibody=rabbit α-TET2 (Cell Signaling Technology, 18950S)",,
SRX10606524,hg38,TFs and others,OGT,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"75853395,96.9,77.7,10277",GSM5242664: HEK293-FlpInTREx-control-DSG 021221-OGT-AB1; Homo sapiens; ChIP-Seq,source_name=HEK293 cells,"cell line full name=Flp-In T-REx HEK293 (Invitrogen, R78007)",cell type=human embryonic kidney cells,"chip antibody=rabbit α-OGT (Active Motif, 61355)",,
SRX10606525,hg38,TFs and others,OGT,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"105917691,97.6,52.9,22059",GSM5242665: HEK293-PROSER1KO1D3-DSG 021221-OGT-AB1; Homo sapiens; ChIP-Seq,source_name=HEK293 cells,"cell line full name=Flp-In T-REx HEK293 (Invitrogen, R78007)",cell type=human embryonic kidney cells,"chip antibody=rabbit α-OGT (Active Motif, 61355)",,
SRX10606526,hg38,TFs and others,OGT,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"110518928,98.3,51.6,20211",GSM5242666: HEK293-FlpInTREx-control-DSG 021221-OGT-AB2; Homo sapiens; ChIP-Seq,source_name=HEK293 cells,"cell line full name=Flp-In T-REx HEK293 (Invitrogen, R78007)",cell type=human embryonic kidney cells,"chip antibody=rabbit α-OGT (Santa Cruz, sc-74546)",,
SRX10606527,hg38,TFs and others,OGT,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"91505950,98.3,82.7,3651",GSM5242667: HEK293-PROSER1KO1D3-DSG 021221-OGT-AB2; Homo sapiens; ChIP-Seq,source_name=HEK293 cells,"cell line full name=Flp-In T-REx HEK293 (Invitrogen, R78007)",cell type=human embryonic kidney cells,"chip antibody=rabbit α-OGT (Santa Cruz, sc-74546)",SRX10606575,hg38
SRX1091830,hg38,TFs and others,CTCFL,Epidermis,NHDF,Primary Tissue=Skin|Tissue Diagnosis=Normal,"19277565,46.7,18.7,675",GSM1817671: BORIS NHDF ChIP-seq; Homo sapiens; ChIP-Seq,source_name=Human Normal Dermal Fibroblasts,cell line=NHDF,chip antibody=custom mouse monoclonal BORIS (characterized in PMID: 21659515),,,
SRX110230,hg38,TFs and others,AFF4,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"37275221,98.9,39.8,758",GSM841736: AFF4 ChIP-seq; Homo sapiens; ChIP-Seq,source_name=AFF4_ChIP-seq,cell line=HEK293T,cell type=human embryonic kidney cells,chip antibody=AFF4 antibody [Lin et al. 2010],,
SRX11023670,hg38,TFs and others,CEBPB,Cardiovascular,HUVEC,Primary Tissue=Umbilical Cord|Tissue Diagnosis=Normal,"19812086,88.9,18.2,486",GSM5348079: HUVEC CEBPB; Homo sapiens; ChIP-Seq,source_name=HUVEC,cell line=HUVEC,cell type=Endothelial cell,antibody=0.6 µg ab32358 (AbCam),,
SRX11023678,hg38,TFs and others,CEBPB,Lung,IMR-90,Primary Tissue=Lung|Tissue Diagnosis=Normal,"10764481,88.9,24.2,12873",GSM5348087: IMR90 CEBPB; Homo sapiens; ChIP-Seq,source_name=IMR-90,cell line=IMR-90,cell type=Fibroblast cell,antibody=0.6 µg ab32358 (AbCam),,
SRX11051045,hg38,TFs and others,JUN,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"32703909,98.2,23.1,92253",GSM5353435: RBwt CTRL JUN 9; Homo sapiens; ChIP-Seq,source_name=retina epithelial cells RPE1,cell line=RPE1,genotype=sgControl (Nicolay et al. 2015),"chip antibody=anti-c-JUN (Cell Signaling Technology, 9165)",,
SRX11051046,hg38,TFs and others,JUN,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"33934875,98.5,23.0,81650",GSM5353436: RBKO1 2 CTRL JUN 11; Homo sapiens; ChIP-Seq,source_name=retina epithelial cells RPE1,cell line=RPE1,genotype=sgRB1 (Nicolay et al. 2015),"chip antibody=anti-c-JUN (Cell Signaling Technology, 9165)",,
SRX11120904,hg38,TFs and others,RAD21,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"48911929,99.5,5.0,15553",GSM5373149: ChIPseq 293T Rad21 WT; Homo sapiens; ChIP-Seq,source_name=293T cell line,cell type=293T cell line,antibody=Rad21,treatment=Non-treatment,,
SRX11120907,hg38,TFs and others,RAD21,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"40361651,99.5,5.0,19295",GSM5373152: ChIPseq RPE Rad21 WT; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=Rad21,treatment=Non-treatment,,
SRX11120910,hg38,TFs and others,RAD21,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"33558564,99.2,5.1,20005",GSM5373155: ChIPseq RPE Rad21 FBS-; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=Rad21,treatment=FBS -,,
SRX11120911,hg38,TFs and others,RAD21,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"53158510,99.2,4.4,18547",GSM5373156: ChIPseq RPE Rad21 FBS+; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=Rad21,treatment=FBS +,,
SRX11120912,hg38,TFs and others,RAD21,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"49406086,99.4,4.8,24423",GSM5373157: ChIPseq RPE Rad21 DRB-; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=Rad21,treatment=DRB -,,
SRX11120913,hg38,TFs and others,RAD21,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"35670197,99.4,4.6,23209",GSM5373158: ChIPseq RPE Rad21 DRB+; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=Rad21,treatment=DRB +,,
SRX11120914,hg38,TFs and others,RAD21,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"38783279,99.1,6.7,26438",GSM5373159: ChIPseq RPE Rad21 FBS+DRB; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=Rad21,treatment=FBS + DRB +,,
SRX11120915,hg38,TFs and others,STAG1,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"46011661,98.3,17.1,48252",GSM5373160: ChIPseq RPE SA1 FBS-; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=SA1,treatment=FBS -,,
SRX11120916,hg38,TFs and others,STAG1,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"49205319,98.7,18.9,46203",GSM5373161: ChIPseq RPE SA1 FBS+; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=SA1,treatment=FBS +,,
SRX11120917,hg38,TFs and others,CTCF,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"51761478,73.5,12.4,38093",GSM5373162: ChIPseq RPE CTCF; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=CTCF,treatment=Non-treatment,,
SRX11120922,hg38,TFs and others,MAU2,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"50674564,98.7,8.7,12642",GSM5373167: ChIPseq RPE Mau2 FBS-; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=Mau2,treatment=FBS -,,
SRX11120923,hg38,TFs and others,MAU2,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"50651837,98.6,8.9,11860",GSM5373168: ChIPseq RPE Mau2 FBS+; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=Mau2,treatment=FBS +,,
SRX11120924,hg38,TFs and others,MED1,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"58266689,93.2,26.0,12353",GSM5373169: ChIPseq RPE Med1 FBS-; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=Med1,treatment=FBS -,,
SRX11120925,hg38,TFs and others,MED1,Neural,hTERT RPE-1,Primary Tissue=Eye|Tissue Diagnosis=Normal,"54284209,96.8,55.5,1798",GSM5373170: ChIPseq RPE Med1 FBS+; Homo sapiens; ChIP-Seq,source_name=RPE1 cell line,cell type=RPE1 cell line,antibody=Med1,treatment=FBS +,,
SRX1112993,hg38,TFs and others,LMNB1,Lung,IMR-90,Primary Tissue=Lung|Tissue Diagnosis=Normal,"72721506,87.6,10.7,2106","GSM1827553: Lamin B1, Replicate 1; Homo sapiens; ChIP-Seq",source_name=IMR90 fibroblasts in culture,cell line=IMR90,antibody=Abcam #ab16048,,,
SRX1112994,hg38,TFs and others,LMNB1,Lung,IMR-90,Primary Tissue=Lung|Tissue Diagnosis=Normal,"70304512,85.5,10.3,1808","GSM1827554: Lamin B1, Replicate 2; Homo sapiens; ChIP-Seq",source_name=IMR90 fibroblasts in culture,cell line=IMR90,antibody=Abcam #ab16048,,,
SRX1112995,hg38,TFs and others,MAP1LC3B,Lung,IMR-90,Primary Tissue=Lung|Tissue Diagnosis=Normal,"56874684,90.5,8.3,1432","GSM1827555: LC3, Replicate 1; Homo sapiens; ChIP-Seq",source_name=IMR90 fibroblasts in culture,cell line=IMR90,antibody=Cell Signaling Technology #3868,,,
SRX1112996,hg38,TFs and others,MAP1LC3B,Lung,IMR-90,Primary Tissue=Lung|Tissue Diagnosis=Normal,"108293230,84.2,25.1,2295","GSM1827556: LC3, Replicate 2; Homo sapiens; ChIP-Seq",source_name=IMR90 fibroblasts in culture,cell line=IMR90,antibody=Cell Signaling Technology #3868,,,
SRX11196888,hg38,TFs and others,G-quadruplex,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"19168523,90.6,12.1,5731",GSM5395696: G4-ChIP-rep1; Homo sapiens; ChIP-Seq,source_name=HEK293T,tissue=embryonic kidney,antibody=Flag-BG4,,,
SRX11196889,hg38,TFs and others,G-quadruplex,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"18438702,90.4,19.1,2128",GSM5395697: G4-ChIP-rep2; Homo sapiens; ChIP-Seq,source_name=HEK293T,tissue=embryonic kidney,antibody=Flag-BG4,,,
SRX11196911,hg38,TFs and others,NELFB,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"8218768,71.3,14.5,6933",GSM5395719: TMPyP4-ChIP-Rx-NELF-DMSO; Homo sapiens; ChIP-Seq,source_name=HEK293T,tissue=embryonic kidney,treatment=DMSO,antibody=NELF,,
SRX11196912,hg38,TFs and others,NELFB,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"6514257,75.7,13.8,3081",GSM5395720: TMPyP4-ChIP-Rx-NELF-TMPyP4; Homo sapiens; ChIP-Seq,source_name=HEK293T,tissue=embryonic kidney,treatment=TMPyP4,antibody=NELF,,
SRX11196921,hg38,TFs and others,NELFB,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"3759324,70.6,15.3,4724",GSM5395729: PDS-ChIP-Rx-NELF-DMSO; Homo sapiens; ChIP-Seq,source_name=HEK293T,tissue=embryonic kidney,treatment=DMSO,antibody=NELF,,
SRX11196922,hg38,TFs and others,NELFB,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"8201683,80.1,14.6,1309",GSM5395730: PDS-ChIP-Rx-NELF-PDS; Homo sapiens; ChIP-Seq,source_name=HEK293T,tissue=embryonic kidney,treatment=PDS,antibody=NELF,,
SRX11196939,hg38,TFs and others,TAF1,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"24719726,61.5,15.8,11408",GSM5395747: TMPyP4-ChIP-Rx-TAF1-DMSO; Homo sapiens; ChIP-Seq,source_name=HEK293T,tissue=embryonic kidney,treatment=DMSO,antibody=TAF1,,
SRX11196940,hg38,TFs and others,TAF1,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"23013124,40.8,48.8,4164",GSM5395748: TMPyP4-ChIP-Rx-TAF1-TMPYP4; Homo sapiens; ChIP-Seq,source_name=HEK293T,tissue=embryonic kidney,treatment=TMPyP4,antibody=TAF1,,
SRX11196941,hg38,TFs and others,TBP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"29821834,62.7,16.7,945",GSM5395749: TMPyP4-ChIP-Rx-TBP-DMSO; Homo sapiens; ChIP-Seq,source_name=HEK293T,tissue=embryonic kidney,treatment=DMSO,antibody=TBP,,
SRX11196942,hg38,TFs and others,TBP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"28039363,60.2,17.2,603",GSM5395750: TMPyP4-ChIP-Rx-TBP-TMPYP4; Homo sapiens; ChIP-Seq,source_name=HEK293T,tissue=embryonic kidney,treatment=TMPyP4,antibody=TBP,,
SRX11196943,hg38,TFs and others,GTF2B,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"19734742,54.4,15.7,4011",GSM5395751: TMPyP4-ChIP-Rx-TFIIB-DMSO; Homo sapiens; ChIP-Seq,source_name=HEK293T,tissue=embryonic kidney,treatment=DMSO,antibody=TFIIB,,
SRX11196944,hg38,TFs and others,GTF2B,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"21440361,38.9,41.2,407",GSM5395752: TMPyP4-ChIP-Rx-TFIIB-TMPYP4; Homo sapiens; ChIP-Seq,source_name=HEK293T,tissue=embryonic kidney,treatment=TMPyP4,antibody=TFIIB,,
SRX1143681,hg38,TFs and others,TP63,Breast,MCF10DCIS.com,Primary Tissue=Breast|Tissue Diagnosis=Normal,"27117593,87.1,14.7,21815",GSM1849667: 6-20-14 DCIS p63; Homo sapiens; ChIP-Seq,source_name=Breast cancer cell line,cell line=MCFDCIS cells,"antibody=p63 antibody (Santa Cruz, H129)",,,
SRX1143683,hg38,TFs and others,TP63,Breast,MCF10DCIS.com,Primary Tissue=Breast|Tissue Diagnosis=Normal,"30893448,91.7,9.0,12172",GSM1849669: 6-25-14 DCIS p63; Homo sapiens; ChIP-Seq,source_name=Breast cancer cell line,cell line=MCFDCIS cells,"antibody=p63 antibody (Santa Cruz, H129)",,,
SRX1167098,hg38,TFs and others,5-hmC,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"14535105,98.9,8.4,2472",GSM1863061: 293T mock hMeDIP; Homo sapiens; ChIP-Seq,source_name=293T cells,cell line/type=293T,genotype/variation=Empty vector,"chip antibody=5hmC Active Motif, #39769",,
SRX1167099,hg38,TFs and others,5-mC,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"22232866,99.3,3.2,4238",GSM1863062: 293T mock MeDIP; Homo sapiens; ChIP-Seq,source_name=293T cells,cell line/type=293T,genotype/variation=Empty vector,"chip antibody=5mC Active Motif, #39649",,
SRX1167101,hg38,TFs and others,5-hmC,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"25125489,99.0,5.6,1715",GSM1863064: 293T TET2 WT hMeDIP; Homo sapiens; ChIP-Seq,source_name=293T cells,cell line/type=293T,genotype/variation=WT TET2 stably expressed,"chip antibody=5hmC Active Motif, #39769",,
SRX1167102,hg38,TFs and others,5-mC,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"20919563,99.2,3.5,5667",GSM1863065: 293T TET2 WT MeDIP; Homo sapiens; ChIP-Seq,source_name=293T cells,cell line/type=293T,genotype/variation=WT TET2 stably expressed,"chip antibody=5mC Active Motif, #39649",,
SRX1167104,hg38,TFs and others,5-hmC,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"20196193,98.8,7.9,7094",GSM1863067: 293T TET2 Mut hMeDIP; Homo sapiens; ChIP-Seq,source_name=293T cells,cell line/type=293T,genotype/variation=Catalytic mutant TET2 stably expressed,"chip antibody=5hmC Active Motif, #39769",,
SRX1167105,hg38,TFs and others,5-mC,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"31541900,99.3,3.7,10918",GSM1863068: 293T TET2 Mut MeDIP; Homo sapiens; ChIP-Seq,source_name=293T cells,cell line/type=293T,genotype/variation=Catalytic mutant TET2 stably expressed,"chip antibody=5mC Active Motif, #39649",,
SRX118010,hg38,TFs and others,GPS2,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"16748024,62.6,10.9,522",GSM865742: GPS2  ChIP-seq,source_name=293T cells,cell type=293T,antibody=anti-GPS2,,,
SRX118011,hg38,TFs and others,TBL1Y,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"18488499,69.2,10.7,6913",GSM865743: TBL1  ChIP-seq,source_name=293T cells,cell type=293T,antibody=anti-TBL1,,,
SRX118012,hg38,TFs and others,NCOR1,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"47174170,25.1,22.9,3309",GSM865744: NCOR ChIP-seq (siCTL),source_name=293T cells,cell type=293T,antibody=anti-N-CoR,,,
SRX118013,hg38,TFs and others,NCOR1,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"60163898,20.0,19.4,1190",GSM865745: NCOR ChIP-seq (siGPS2),source_name=293T cells,cell type=293T,antibody=anti-N-CoR,,,
SRX1206075,hg38,TFs and others,XRN2,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"14750368,87.5,2.9,1211",GSM1872300: Xrn2 ChIP-seq HA-Xrn2 WT; Homo sapiens; ChIP-Seq,source_name=HEK293 Flp-in T-REx pcDNA5 HA-Xrn2 WT,cell line=HEK293,"growth conditions=DMEM 10% FCS,+ hygromycin + blasticidin + doxycycline","antibody=rabbit anti-Xrn2 (aa402-537, affinity pure Brannan et al Mol Cell 46, 311-324, 2012 )",,
SRX12403187,hg38,TFs and others,ZHX3,Lung,IMR-90,Primary Tissue=Lung|Tissue Diagnosis=Normal,"66946951,96.7,48.8,2644",GSM5602929: ZHX3 ChIP-seq rep 1; Homo sapiens; ChIP-Seq,source_name=Growing IMR-90 cells,cell type=Human fibroblasts,"chip antibody=ZHX3 (Abcam, ab9950)",,,
SRX12403188,hg38,TFs and others,ZHX3,Lung,IMR-90,Primary Tissue=Lung|Tissue Diagnosis=Normal,"69414557,96.5,48.7,3004",GSM5602930: ZHX3 ChIP-seq rep 2; Homo sapiens; ChIP-Seq,source_name=Growing IMR-90 cells,cell type=Human fibroblasts,"chip antibody=ZHX3 (Abcam, ab9950)",,,
SRX1280448,hg38,TFs and others,NRF1,Breast,HMEC,Primary Tissue=Breast|Tissue Diagnosis=Normal,"35943107,83.8,39.4,15233",GSM1891655: NRF1 CHIP HMEC 1; Homo sapiens; ChIP-Seq,source_name=mammary epithelial cells,cell line=HMEC,genotype=WT,"chip antibody=NRF1 (Abcam, ab55744)",,
SRX1280449,hg38,TFs and others,NRF1,Breast,HMEC,Primary Tissue=Breast|Tissue Diagnosis=Normal,"40718156,78.2,42.4,17187",GSM1891656: NRF1 CHIP HMEC 2; Homo sapiens; ChIP-Seq,source_name=mammary epithelial cells,cell line=HMEC,genotype=WT,"chip antibody=NRF1 (Abcam, ab55744)",,
SRX1283466,hg38,TFs and others,SMN1,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"42646096,95.1,4.9,912",GSM1892295: SMN ChIP; Homo sapiens; ChIP-Seq,source_name=HEK293,cell type=HEK293,genotype/variation=Expressing Dox inducible GFP-SMN fusion protein. Construct is hygromycin resistant.,antibody=SMN (Santa Cruz pAb Cat # H-195),,
SRX1283467,hg38,TFs and others,GFP,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"21364187,87.7,4.9,536",GSM1892296: SMN-GFP ChIP; Homo sapiens; ChIP-Seq,source_name=HEK293,cell type=HEK293,genotype/variation=Expressing Dox inducible GFP-SMN fusion protein. Construct is hygromycin resistant.,antibody=GFP (Abcam pAb Cat# 290),,
SRX1293070,hg38,TFs and others,FUS,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"9795918,97.2,15.2,70",GSM1895985: FUS; Homo sapiens; ChIP-Seq,source_name=HEK293 cells,cell line=HEK293,antibody=FUS,antibody vendor/catalog=sc-47711 Santa Cruz,,
SRX1293071,hg38,TFs and others,EWSR1,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"9795918,96.3,12.9,89",GSM1895986: EWS; Homo sapiens; ChIP-Seq,source_name=HEK293 cells,cell line=HEK293,antibody=EWS,antibody vendor/catalog=sc-48404 Santa Cruz,,
SRX1293072,hg38,TFs and others,TAF15,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"9795918,97.2,2.5,86",GSM1895987: TAF15; Homo sapiens; ChIP-Seq,source_name=HEK293 cells,cell line=HEK293,antibody=TAF15,,,
SRX1299480,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"125900962,98.0,36.9,4227","GSM1900120: KLF3FD rep1, immunoprecipitation; Homo sapiens; ChIP-Seq",source_name=HEK293,cell type=HEK293,construct=KLF3FD,"chip-antibody=anti-V5 antibody (Cat# R960CUS, Life Technologies)",,
SRX1299481,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"162517146,96.9,13.0,4707","GSM1900121: KLF3FD rep1, input; Homo sapiens; ChIP-Seq",source_name=HEK293,cell type=HEK293,construct=KLF3FD,"chip-antibody=anti-V5 antibody (Cat# R960CUS, Life Technologies)",,
SRX1299482,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"113559519,97.6,58.8,3244","GSM1900122: KLF3FD rep2, immunoprecipitation; Homo sapiens; ChIP-Seq",source_name=HEK293,cell type=HEK293,construct=KLF3FD,"chip-antibody=anti-V5 antibody (Cat# R960CUS, Life Technologies)",,
SRX1299483,hg38,TFs and others,Epitope tags,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"221660788,97.7,8.9,4319","GSM1900123: KLF3FD rep2, input; Homo sapiens; ChIP-Seq",source_name=HEK293,cell type=HEK293,construct=KLF3FD,"chip-antibody=anti-V5 antibody (Cat# R960CUS, Life Technologies)",SRX13005458,hg38
SRX130266,hg38,TFs and others,TET2,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"45435735,92.5,63.2,2289",GSM897576: HT-TET2 ChIP-Seq; Homo sapiens; ChIP-Seq,source_name=H293T_HT TET2,cell line=H293T,genotype/variation=HT-TET2 overexpression,,,
SRX130267,hg38,TFs and others,TET3,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"44808539,91.1,69.1,1134",GSM897577: HT-TET3 ChIP-Seq; Homo sapiens; ChIP-Seq,source_name=H293T_HT TET3,cell line=H293T,genotype/variation=HT-TET3 overexpression,,,
SRX130268,hg38,TFs and others,OGT,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"42423294,92.5,66.2,730",GSM897578: HT-OGT ChIP-Seq; Homo sapiens; ChIP-Seq,source_name=H293T_HT OGT,cell line=H293T,genotype/variation=HT-OGT overexpression,,SRX130269,hg38
SRX13134685,hg38,TFs and others,BRD4,Kidney,293,Primary Tissue=Kidney|Tissue Diagnosis=Normal,"37196531,93.9,29.5,14711",GSM5689619: H3K56bhb BRD4 rep1; Homo sapiens; ChIP-Seq,source_name=HEK293T cells,antibody=BRD4,,,,
